"","Re1..Intercept.","Re1.sd","sample","shape","BetaSigma","status","segs"
"15964",3.544,3.71,11389,1,500,1,40
"15965",-4.501,2.595,11389,1,500,-1,39
"15966",1.897,1.945,11389,1,500,1,39
"15967",0.168,0.19,11389,1,500,-1,38
"15968",1.191,0.427,11389,1,500,1,38
"15969",-4.591,2.86,11389,1,500,-1,37
"15970",3.478,1.772,11389,1,500,1,37
"15971",-3.138,0.791,11389,1,500,-1,36
"15972",1.03,1.533,11389,1,500,1,36
"15973",-1.882,1.352,11389,1,500,-1,35
"15974",1.698,1.144,11389,1,500,1,35
"15975",-2.381,1.224,11389,1,500,-1,34
"15976",1.033,1.736,11389,1,500,1,34
"15977",-4.369,3.294,11389,1,500,-1,33
"15978",5.053,3.404,11389,1,500,1,33
"15979",-0.858,0.696,11389,1,500,-1,32
"15980",1.468,1.111,11389,1,500,1,32
"15981",-1.343,1.373,11389,1,500,-1,31
"15982",3.481,1.073,11389,1,500,1,31
"15983",-2.852,2.021,11389,1,500,-1,30
"15984",2.153,1.143,11389,1,500,1,30
"15985",-7.748,1.903,11389,1,500,-1,29
"15986",3.344,4.954,11389,1,500,1,29
"15987",-1.174,1.277,11389,1,500,-1,28
"15988",3.512,1.311,11389,1,500,1,28
"15989",-3.703,3.566,11389,1,500,-1,27
"15990",7.935,3.326,11389,1,500,1,27
"15991",-1.395,2.016,11389,1,500,-1,26
"15992",4.684,1.6,11389,1,500,1,26
"15993",-4.846,1.748,11389,1,500,-1,25
"15994",0.614,2.12,11389,1,500,1,25
"15995",-3.182,1.047,11389,1,500,-1,24
"15996",2.192,1.88,11389,1,500,1,24
"15997",-3.968,1.409,11389,1,500,-1,23
"15998",-0.716,1.084,11389,1,500,1,23
"15999",-5.474,1.459,11389,1,500,-1,22
"16000",1.557,1.788,11389,1,500,1,22
"16001",-1.301,2.647,11389,1,500,-1,21
"16002",6.388,1.785,11389,1,500,1,21
"16003",1.047,0.724,11389,1,500,-1,20
"16004",2.847,0.753,11389,1,500,1,20
"16005",1.87,3.211,11389,1,500,-1,19
"16006",7.509,15.14,11389,1,500,1,19
"16007",0.342,3.379,11389,1,500,-1,17
"16008",7.119,0.97,11389,1,500,1,17
"16009",-1.501,0.301,11389,1,500,-1,16
"16010",0.415,0.311,11389,1,500,1,16
"16011",0.804,0.646,11389,1,500,-1,15
"16012",5.38,1.638,11389,1,500,1,15
"16013",-3.756,1.328,11389,1,500,-1,14
"16014",0.167,2.072,11389,1,500,1,14
"16015",-3.221,1.661,11389,1,500,-1,13
"16016",2.177,2.151,11389,1,500,1,13
"16017",-4.53,1.755,11389,1,500,-1,12
"16018",0.67,1.776,11389,1,500,1,12
"16019",-2.803,1.129,11389,1,500,-1,11
"16020",0.22,0.4,11389,1,500,1,11
"16021",-2.459,1.413,11389,1,500,-1,10
"16022",-0.213,3.987,11389,1,500,1,10
"16023",-11.727,1.467,11389,1,500,-1,8
"16024",0.954,4.098,11389,1,500,1,8
"16025",-0.511,2.866,11389,1,500,-1,7
"16026",0.956,0.982,11389,1,500,1,7
"16027",-1.207,2.509,11389,1,500,-1,6
"16028",5.265,1.432,11389,1,500,1,6
"16029",-0.872,2.841,11389,1,500,-1,5
"16030",5.154,1.359,11389,1,500,1,5
"16031",-2.695,2.812,11389,1,500,-1,4
"16032",5.257,2.04,11389,1,500,1,4
"16033",-2.925,0.947,11389,1,500,-1,3
"16034",-0.41,0.669,11389,1,500,1,3
"16035",-7,0,11389,1,500,-1,2
"16036",-1.838,2.843,11389,1,500,1,2
"16037",-1.79,1.142,11389,1,500,-1,1
"16038",0.414,4.058,11389,1,500,1,1
"16039",-1.34,2.714,11391,1,500,-1,25
"16040",5.619,2.338,11391,1,500,1,25
"16041",-0.675,1.118,11391,1,500,-1,24
"16042",0.272,3.51,11391,1,500,1,24
"16043",-2.11,1.533,11391,1,500,-1,23
"16044",2.43,1.348,11391,1,500,1,23
"16045",-0.641,0.427,11391,1,500,-1,22
"16046",0.72,0.378,11391,1,500,1,22
"16047",-2.839,0.863,11391,1,500,-1,21
"16048",1.233,1.6,11391,1,500,1,21
"16049",-0.04,1.171,11391,1,500,-1,20
"16050",2.869,1.032,11391,1,500,1,20
"16051",-0.458,1.079,11391,1,500,-1,19
"16052",1.479,0.445,11391,1,500,1,19
"16053",-3.53,2.476,11391,1,500,-1,18
"16054",3.428,2.635,11391,1,500,1,18
"16055",-5.029,0.569,11391,1,500,-1,17
"16056",-1.777,1.083,11391,1,500,1,17
"16057",-2.395,0.919,11391,1,500,-1,16
"16058",0.046,0.883,11391,1,500,1,16
"16059",-0.961,0.931,11391,1,500,-1,15
"16060",1.154,0.796,11391,1,500,1,15
"16061",-2.754,0.71,11391,1,500,-1,14
"16062",0.888,1.05,11391,1,500,1,14
"16063",1.175,0.722,11391,1,500,-1,13
"16064",3.519,0.73,11391,1,500,1,13
"16065",-1.231,1.891,11391,1,500,-1,12
"16066",3.392,1.094,11391,1,500,1,12
"16067",-1.71,2.105,11391,1,500,-1,11
"16068",3.475,1.87,11391,1,500,1,11
"16069",-2.5,2.213,11391,1,500,-1,10
"16070",1.908,1.238,11391,1,500,1,10
"16071",-2.066,1.499,11391,1,500,-1,9
"16072",2.701,1.607,11391,1,500,1,9
"16073",-1.492,2.332,11391,1,500,-1,8
"16074",4.531,1.347,11391,1,500,1,8
"16075",-3.182,1.97,11391,1,500,-1,7
"16076",3.805,2.686,11391,1,500,1,7
"16077",-5.889,3.415,11391,1,500,-1,6
"16078",3.748,3.369,11391,1,500,1,6
"16079",-2.47,2.429,11391,1,500,-1,5
"16080",3.412,1.652,11391,1,500,1,5
"16081",-2.024,1.332,11391,1,500,-1,4
"16082",1.671,1.478,11391,1,500,1,4
"16083",-0.205,1.973,11391,1,500,-1,3
"16084",5.657,1.811,11391,1,500,1,3
"16085",-1.959,0.804,11391,1,500,-1,2
"16086",0.384,0.737,11391,1,500,1,2
"16087",-1.343,1.473,11391,1,500,-1,1
"16088",2.21,1.296,11391,1,500,1,1
"16089",-4.534,2.471,11398,1,500,-1,55
"16090",1.366,2.263,11398,1,500,1,55
"16091",0.017,0.543,11398,1,500,-1,53
"16092",2.707,1.103,11398,1,500,1,53
"16093",-0.5,0.3,11398,1,500,-1,52
"16094",1.799,0.845,11398,1,500,1,52
"16095",-1.953,1.063,11398,1,500,-1,51
"16096",1.979,1.327,11398,1,500,1,51
"16097",-0.508,1.142,11398,1,500,-1,50
"16098",2.93,0.762,11398,1,500,1,50
"16099",-3.535,0.828,11398,1,500,-1,49
"16100",-0.164,1.446,11398,1,500,1,49
"16101",-3.428,2.387,11398,1,500,-1,48
"16102",2.453,2.474,11398,1,500,1,48
"16103",0.707,0,11398,1,500,-1,47
"16104",0.707,0.707,11398,1,500,1,47
"16105",-0.462,2.466,11398,1,500,-1,46
"16106",2.146,7.346,11398,1,500,1,46
"16107",-8.322,1.375,11398,1,500,-1,45
"16108",-0.274,3.28,11398,1,500,1,45
"16109",-3.785,1.212,11398,1,500,-1,44
"16110",0.163,1.317,11398,1,500,1,44
"16111",-2.27,1.149,11398,1,500,-1,43
"16112",2.061,1.578,11398,1,500,1,43
"16113",-3.254,1.657,11398,1,500,-1,42
"16114",2.582,2.389,11398,1,500,1,42
"16115",-0.543,1.841,11398,1,500,-1,41
"16116",3.362,0.935,11398,1,500,1,41
"16117",-5.358,2.355,11398,1,500,-1,40
"16118",5.422,3.722,11398,1,500,1,40
"16119",-2.111,7.183,11398,1,500,-1,39
"16120",1.696,2.645,11398,1,500,1,39
"16121",-1.785,2.147,11398,1,500,-1,38
"16122",0.251,9.041,11398,1,500,1,38
"16123",-3.001,2.51,11398,1,500,-1,37
"16124",3.68,2.186,11398,1,500,1,37
"16125",-2.356,2.338,11398,1,500,-1,36
"16126",3.435,1.81,11398,1,500,1,36
"16127",-5.519,2.267,11398,1,500,-1,35
"16128",2.498,2.611,11398,1,500,1,35
"16129",-3.633,1.817,11398,1,500,-1,34
"16130",3.231,2.386,11398,1,500,1,34
"16131",-1.534,3.544,11398,1,500,-1,33
"16132",6.075,1.939,11398,1,500,1,33
"16133",-1.5,0.363,11398,1,500,-1,32
"16134",-0.217,0.413,11398,1,500,1,32
"16135",0.594,2.281,11398,1,500,-1,31
"16136",5.444,1.385,11398,1,500,1,31
"16137",-8.968,2.028,11398,1,500,-1,30
"16138",2.997,3.759,11398,1,500,1,30
"16139",-2.189,1.561,11398,1,500,-1,29
"16140",6.272,3.261,11398,1,500,1,29
"16141",0.194,5.221,11398,1,500,-1,28
"16142",0.749,0.633,11398,1,500,1,28
"16143",-3.058,3.115,11398,1,500,-1,27
"16144",7.292,1.313,11398,1,500,1,27
"16145",-2.322,10.076,11398,1,500,-1,26
"16146",2.481,3.021,11398,1,500,1,26
"16147",-0.698,1.282,11398,1,500,-1,25
"16148",2.877,0.786,11398,1,500,1,25
"16149",-3.424,2.86,11398,1,500,-1,24
"16150",6.463,2.364,11398,1,500,1,24
"16151",-0.673,1.647,11398,1,500,-1,23
"16152",2.107,4.487,11398,1,500,1,23
"16153",-3.189,2.095,11398,1,500,-1,22
"16154",1.4,5.002,11398,1,500,1,22
"16155",-3.981,1.151,11398,1,500,-1,21
"16156",1.118,1.28,11398,1,500,1,21
"16157",-1.84,1.612,11398,1,500,-1,20
"16158",2.131,1.227,11398,1,500,1,20
"16159",-8.793,2.437,11398,1,500,-1,19
"16160",5.089,4.423,11398,1,500,1,19
"16161",-1.623,3.184,11398,1,500,-1,18
"16162",6.66,1.953,11398,1,500,1,18
"16163",-3.414,2.214,11398,1,500,-1,17
"16164",1.462,2.394,11398,1,500,1,17
"16165",-3.394,3.545,11398,1,500,-1,16
"16166",5.192,1.405,11398,1,500,1,16
"16167",-0.43,1.572,11398,1,500,-1,15
"16168",2.913,5.565,11398,1,500,1,15
"16169",-4.724,1.76,11398,1,500,-1,14
"16170",1.423,2.466,11398,1,500,1,14
"16171",-3.454,1.772,11398,1,500,-1,13
"16172",3.367,2.506,11398,1,500,1,13
"16173",-5.599,1.596,11398,1,500,-1,12
"16174",0.079,2.773,11398,1,500,1,12
"16175",0.398,2.011,11398,1,500,-1,11
"16176",7.552,2.137,11398,1,500,1,11
"16177",-2.919,1.257,11398,1,500,-1,10
"16178",1.358,1.794,11398,1,500,1,10
"16179",-0.186,3.276,11398,1,500,-1,9
"16180",1.05,1.135,11398,1,500,1,9
"16181",-0.651,0.168,11398,1,500,-1,8
"16182",-0.164,0.128,11398,1,500,1,8
"16183",0.08,4.926,11398,1,500,-1,7
"16184",0.096,4.928,11398,1,500,1,7
"16185",-7.976,2.027,11398,1,500,-1,6
"16186",0.308,2.025,11398,1,500,1,6
"16187",-1.831,0.305,11398,1,500,-1,5
"16188",-0.634,0.428,11398,1,500,1,5
"16189",-2.274,1.519,11398,1,500,-1,4
"16190",2.862,5.122,11398,1,500,1,4
"16191",0.092,1.457,11398,1,500,-1,3
"16192",5.443,1.325,11398,1,500,1,3
"16193",-3.662,3.101,11398,1,500,-1,2
"16194",6.209,1.856,11398,1,500,1,2
"16195",-3.094,2.188,11398,1,500,-1,1
"16196",3.15,1.933,11398,1,500,1,1
"16197",-2.908,2.928,11413,1,500,-1,29
"16198",5.518,1.66,11413,1,500,1,29
"16199",-2.041,0.778,11413,1,500,-1,28
"16200",0.415,0.673,11413,1,500,1,28
"16201",-0.743,0.214,11413,1,500,-1,27
"16202",0.427,0.396,11413,1,500,1,27
"16203",-4.267,5.562,11413,1,500,-1,26
"16204",-0.857,2.075,11413,1,500,1,26
"16205",-5.488,1.411,11413,1,500,-1,25
"16206",-0.23,2.008,11413,1,500,1,25
"16207",0.417,0.481,11413,1,500,-1,24
"16208",1.816,0.501,11413,1,500,1,24
"16209",-7.261,2.496,11413,1,500,-1,23
"16210",-0.324,2.66,11413,1,500,1,23
"16211",-2.532,5.407,11413,1,500,-1,22
"16212",-0.159,1.493,11413,1,500,1,22
"16213",-3.15,1.994,11413,1,500,-1,21
"16214",1.161,1.264,11413,1,500,1,21
"16215",-2.655,0.974,11413,1,500,-1,20
"16216",1.444,1.723,11413,1,500,1,20
"16217",-3.742,2.823,11413,1,500,-1,19
"16218",1.246,1.288,11413,1,500,1,19
"16219",-4.095,1.537,11413,1,500,-1,18
"16220",-0.255,0.438,11413,1,500,1,18
"16221",-1.067,0.671,11413,1,500,-1,17
"16222",0.381,0.694,11413,1,500,1,17
"16223",-4.274,1.343,11413,1,500,-1,16
"16224",-0.272,1.3,11413,1,500,1,16
"16225",-6.208,1.975,11413,1,500,-1,15
"16226",-1.806,0.966,11413,1,500,1,15
"16227",-2.322,3.663,11413,1,500,-1,14
"16228",7.469,2.388,11413,1,500,1,14
"16229",-8.603,2.939,11413,1,500,-1,13
"16230",2.664,4.358,11413,1,500,1,13
"16231",-2.083,3.201,11413,1,500,-1,12
"16232",6.767,1.666,11413,1,500,1,12
"16233",-2.242,1.865,11413,1,500,-1,11
"16234",1.857,0.769,11413,1,500,1,11
"16235",0.516,0.707,11413,1,500,-1,10
"16236",4.044,1.002,11413,1,500,1,10
"16237",0.654,2.239,11413,1,500,-1,9
"16238",6.629,1.019,11413,1,500,1,9
"16239",-0.208,0.338,11413,1,500,-1,8
"16240",1.078,0.438,11413,1,500,1,8
"16241",-1.997,1.453,11413,1,500,-1,7
"16242",2.246,1.663,11413,1,500,1,7
"16243",-1.855,1.784,11413,1,500,-1,6
"16244",4.559,1.981,11413,1,500,1,6
"16245",-1.068,1.486,11413,1,500,-1,5
"16246",2.937,3.286,11413,1,500,1,5
"16247",-2.335,0.856,11413,1,500,-1,4
"16248",0.64,1.098,11413,1,500,1,4
"16249",-1.056,0.873,11413,1,500,-1,3
"16250",1.301,0.78,11413,1,500,1,3
"16251",-4.116,1.533,11413,1,500,-1,1
"16252",1.989,2.163,11413,1,500,1,1
"16253",-4.298,2.651,11414,1,500,-1,70
"16254",3.139,3.45,11414,1,500,1,70
"16255",-1.749,3.001,11414,1,500,-1,68
"16256",8.397,2.414,11414,1,500,1,68
"16257",-1.326,3.028,11414,1,500,-1,67
"16258",7.802,1.078,11414,1,500,1,67
"16259",-3.313,2.327,11414,1,500,-1,66
"16260",2.521,2.35,11414,1,500,1,66
"16261",-2.116,3.861,11414,1,500,-1,65
"16262",6.341,2.193,11414,1,500,1,65
"16263",-4.86,1.062,11414,1,500,-1,64
"16264",-0.152,1.524,11414,1,500,1,64
"16265",-9.189,3.687,11414,1,500,-1,63
"16266",2.163,3.182,11414,1,500,1,63
"16267",-2.833,2.235,11414,1,500,-1,62
"16268",1.937,1.993,11414,1,500,1,62
"16269",-3.386,1.497,11414,1,500,-1,61
"16270",0.753,1.418,11414,1,500,1,61
"16271",-3.112,1.742,11414,1,500,-1,60
"16272",3.259,1.77,11414,1,500,1,60
"16273",-4.335,1.011,11414,1,500,-1,59
"16274",0.77,5.044,11414,1,500,1,59
"16275",-2.372,1.294,11414,1,500,-1,58
"16276",2.82,1.637,11414,1,500,1,58
"16277",-2.81,2.954,11414,1,500,-1,57
"16278",3.497,2.475,11414,1,500,1,57
"16279",-2.105,2.08,11414,1,500,-1,56
"16280",2.508,2.109,11414,1,500,1,56
"16281",0.61,0.602,11414,1,500,-1,55
"16282",3.722,1.146,11414,1,500,1,55
"16283",-4.379,2.079,11414,1,500,-1,54
"16284",1.147,2.16,11414,1,500,1,54
"16285",0.92,1.894,11414,1,500,-1,53
"16286",4.039,0.468,11414,1,500,1,53
"16287",0.877,1.771,11414,1,500,-1,52
"16288",6.337,1.145,11414,1,500,1,52
"16289",-1.556,2.034,11414,1,500,-1,51
"16290",5.326,1.601,11414,1,500,1,51
"16291",-11.088,3.746,11414,1,500,-1,50
"16292",1.99,3.515,11414,1,500,1,50
"16293",-0.906,6.151,11414,1,500,-1,49
"16294",-0.589,2.203,11414,1,500,1,49
"16295",-1.656,2.783,11414,1,500,-1,48
"16296",5.205,1.439,11414,1,500,1,48
"16297",-1.922,2.437,11414,1,500,-1,47
"16298",5.529,1.576,11414,1,500,1,47
"16299",-10.125,1.918,11414,1,500,-1,46
"16300",5.572,3.583,11414,1,500,1,46
"16301",-0.501,4.205,11414,1,500,-1,45
"16302",11.147,3.3,11414,1,500,1,45
"16303",0.84,1.391,11414,1,500,-1,44
"16304",5.639,1.316,11414,1,500,1,44
"16305",-1.957,1.869,11414,1,500,-1,43
"16306",2.205,1.478,11414,1,500,1,43
"16307",-2.898,2.066,11414,1,500,-1,42
"16308",2.167,1.528,11414,1,500,1,42
"16309",-4.047,2.789,11414,1,500,-1,41
"16310",3.059,2.898,11414,1,500,1,41
"16311",-0.017,3.167,11414,1,500,-1,40
"16312",6.614,1.304,11414,1,500,1,40
"16313",-2.408,2.781,11414,1,500,-1,39
"16314",5.592,2.279,11414,1,500,1,39
"16315",-1.358,2.948,11414,1,500,-1,38
"16316",1.251,0.872,11414,1,500,1,38
"16317",-7.184,1.199,11414,1,500,-1,37
"16318",1.513,3.406,11414,1,500,1,37
"16319",-0.826,1.9,11414,1,500,-1,36
"16320",4.036,1.033,11414,1,500,1,36
"16321",-0.468,1.087,11414,1,500,-1,35
"16322",4.827,1.569,11414,1,500,1,35
"16323",-1.937,0.422,11414,1,500,-1,34
"16324",-0.495,0.436,11414,1,500,1,34
"16325",-4.51,3.047,11414,1,500,-1,33
"16326",3.241,2.115,11414,1,500,1,33
"16327",-3.051,0.828,11414,1,500,-1,32
"16328",-0.615,0.646,11414,1,500,1,32
"16329",-3.009,1.165,11414,1,500,-1,31
"16330",0.956,1.663,11414,1,500,1,31
"16331",-2.092,1.619,11414,1,500,-1,30
"16332",1.556,1.316,11414,1,500,1,30
"16333",-3.089,7.517,11414,1,500,-1,29
"16334",0.429,2.806,11414,1,500,1,29
"16335",-4.626,3.306,11414,1,500,-1,28
"16336",3.138,2.997,11414,1,500,1,28
"16337",-3.653,1.695,11414,1,500,-1,27
"16338",2.054,2.51,11414,1,500,1,27
"16339",-0.254,1.193,11414,1,500,-1,26
"16340",4.427,1.428,11414,1,500,1,26
"16341",-1.318,2.175,11414,1,500,-1,25
"16342",4.454,1.248,11414,1,500,1,25
"16343",-3.157,0.968,11414,1,500,-1,23
"16344",0.424,2.473,11414,1,500,1,23
"16345",-5.466,1.336,11414,1,500,-1,22
"16346",2.287,2.999,11414,1,500,1,22
"16347",-0.307,5.358,11414,1,500,-1,21
"16348",0.62,0.926,11414,1,500,1,21
"16349",-2.06,2.143,11414,1,500,-1,20
"16350",6.797,2.47,11414,1,500,1,20
"16351",0.202,1.218,11414,1,500,-1,19
"16352",1.346,4.228,11414,1,500,1,19
"16353",-3.319,1.046,11414,1,500,-1,18
"16354",1.14,2.162,11414,1,500,1,18
"16355",-1.208,2.589,11414,1,500,-1,17
"16356",6.006,2.066,11414,1,500,1,17
"16357",-3.064,2.035,11414,1,500,-1,16
"16358",2.598,2.728,11414,1,500,1,16
"16359",-7.106,2.359,11414,1,500,-1,15
"16360",1.215,2.145,11414,1,500,1,15
"16361",-2.639,1.658,11414,1,500,-1,14
"16362",2.126,1.572,11414,1,500,1,14
"16363",-2.559,0.614,11414,1,500,-1,13
"16364",-0.351,0.853,11414,1,500,1,13
"16365",-3.816,2.182,11414,1,500,-1,12
"16366",0.54,1.192,11414,1,500,1,12
"16367",-2.202,1.663,11414,1,500,-1,11
"16368",2.331,1.915,11414,1,500,1,11
"16369",-0.735,1.69,11414,1,500,-1,10
"16370",4.984,1.234,11414,1,500,1,10
"16371",-4.778,1.455,11414,1,500,-1,9
"16372",2.305,1.664,11414,1,500,1,9
"16373",-4.564,0.916,11414,1,500,-1,8
"16374",-1.711,1.019,11414,1,500,1,8
"16375",-0.673,0.973,11414,1,500,-1,7
"16376",1.851,0.918,11414,1,500,1,7
"16377",-0.804,1.037,11414,1,500,-1,6
"16378",2.798,1.227,11414,1,500,1,6
"16379",-0.556,2.048,11414,1,500,-1,5
"16380",4.707,1.394,11414,1,500,1,5
"16381",-1.861,2.028,11414,1,500,-1,4
"16382",2.805,1.176,11414,1,500,1,4
"16383",-3.736,1.238,11414,1,500,-1,3
"16384",-1.05,0.672,11414,1,500,1,3
"16385",-0.547,2.743,11414,1,500,-1,2
"16386",7.865,2.374,11414,1,500,1,2
"16387",-3.183,1.865,11414,1,500,-1,1
"16388",2.735,2.523,11414,1,500,1,1
"16389",-1.186,3.63,11415,1,500,-1,79
"16390",-0.121,1.21,11415,1,500,1,79
"16391",-3.289,1.271,11415,1,500,-1,78
"16392",2.273,2.299,11415,1,500,1,78
"16393",-9.241,1.794,11415,1,500,-1,77
"16394",1.743,3.952,11415,1,500,1,77
"16395",0.333,0.996,11415,1,500,-1,76
"16396",4.412,1.335,11415,1,500,1,76
"16397",-8.465,5.773,11415,1,500,-1,75
"16398",13.1,3.715,11415,1,500,1,75
"16399",-1.631,1.283,11415,1,500,-1,74
"16400",2.907,3.787,11415,1,500,1,74
"16401",-5.901,2.611,11415,1,500,-1,73
"16402",2.445,3.362,11415,1,500,1,73
"16403",-1.561,3.056,11415,1,500,-1,72
"16404",5.55,1.794,11415,1,500,1,72
"16405",-0.643,1.934,11415,1,500,-1,70
"16406",3.477,1.201,11415,1,500,1,70
"16407",-2.134,2.548,11415,1,500,-1,69
"16408",7.184,3.046,11415,1,500,1,69
"16409",1.594,2.302,11415,1,500,-1,68
"16410",8.484,1.183,11415,1,500,1,68
"16411",-0.295,0.269,11415,1,500,-1,67
"16412",1.004,0.472,11415,1,500,1,67
"16413",-6.116,1.449,11415,1,500,-1,66
"16414",-0.428,2.316,11415,1,500,1,66
"16415",-2.087,4.723,11415,1,500,-1,65
"16416",-0.035,1.508,11415,1,500,1,65
"16417",-5.261,2.099,11415,1,500,-1,64
"16418",2.135,3.169,11415,1,500,1,64
"16419",-0.514,1.992,11415,1,500,-1,63
"16420",5.537,1.48,11415,1,500,1,63
"16421",-3.533,0.885,11415,1,500,-1,62
"16422",0.964,1.635,11415,1,500,1,62
"16423",-1.844,2.407,11415,1,500,-1,61
"16424",5.821,1.813,11415,1,500,1,61
"16425",-1.113,0.769,11415,1,500,-1,60
"16426",1.181,0.689,11415,1,500,1,60
"16427",-6.401,0.999,11415,1,500,-1,59
"16428",1.683,3.089,11415,1,500,1,59
"16429",-11.428,1.14,11415,1,500,-1,58
"16430",-2.233,4.089,11415,1,500,1,58
"16431",-1.061,1.994,11415,1,500,-1,56
"16432",7.762,2.104,11415,1,500,1,56
"16433",-2.964,1.792,11415,1,500,-1,55
"16434",2.402,2.277,11415,1,500,1,55
"16435",-1.226,1.841,11415,1,500,-1,54
"16436",4.031,1.23,11415,1,500,1,54
"16437",1.121,3.696,11415,1,500,-1,53
"16438",7.144,0.826,11415,1,500,1,53
"16439",-3.216,2.321,11415,1,500,-1,52
"16440",6.298,2.715,11415,1,500,1,52
"16441",0.84,3.103,11415,1,500,-1,51
"16442",8.61,1.27,11415,1,500,1,51
"16443",4.384,3.847,11415,1,500,-1,50
"16444",17.096,2.455,11415,1,500,1,50
"16445",0.837,1.73,11415,1,500,-1,49
"16446",6.036,1.108,11415,1,500,1,49
"16447",-3.491,1.874,11415,1,500,-1,48
"16448",2.512,1.469,11415,1,500,1,48
"16449",-2.804,3.284,11415,1,500,-1,47
"16450",6.591,2.438,11415,1,500,1,47
"16451",-6.643,2.111,11415,1,500,-1,46
"16452",-0.012,2.643,11415,1,500,1,46
"16453",-4.244,2.212,11415,1,500,-1,45
"16454",0.499,1.29,11415,1,500,1,45
"16455",0.121,0.993,11415,1,500,-1,44
"16456",0.721,4.582,11415,1,500,1,44
"16457",-2.453,3.055,11415,1,500,-1,43
"16458",4.612,1.854,11415,1,500,1,43
"16459",-2.469,1.212,11415,1,500,-1,42
"16460",2.186,1.83,11415,1,500,1,42
"16461",-4.707,1.057,11415,1,500,-1,41
"16462",1.401,2.282,11415,1,500,1,41
"16463",-1.242,1.43,11415,1,500,-1,40
"16464",2.779,1.223,11415,1,500,1,40
"16465",-2.163,1.433,11415,1,500,-1,39
"16466",4.926,2.297,11415,1,500,1,39
"16467",-2.026,1.256,11415,1,500,-1,38
"16468",1.868,1.277,11415,1,500,1,38
"16469",-4.845,1.629,11415,1,500,-1,37
"16470",0.704,2.603,11415,1,500,1,37
"16471",-1.943,1.051,11415,1,500,-1,36
"16472",1.071,1.256,11415,1,500,1,36
"16473",-2.602,1.008,11415,1,500,-1,35
"16474",-0.234,4.359,11415,1,500,1,35
"16475",-1.105,1.803,11415,1,500,-1,34
"16476",2.778,1.161,11415,1,500,1,34
"16477",1.064,1.06,11415,1,500,-1,33
"16478",5.338,1.079,11415,1,500,1,33
"16479",-4.487,1.623,11415,1,500,-1,32
"16480",2.06,2.164,11415,1,500,1,32
"16481",-6.132,2.458,11415,1,500,-1,31
"16482",2.112,2.724,11415,1,500,1,31
"16483",-3.617,2.335,11415,1,500,-1,30
"16484",2.176,2.211,11415,1,500,1,30
"16485",-0.043,0.727,11415,1,500,-1,29
"16486",2.21,2.038,11415,1,500,1,29
"16487",-1.269,0.895,11415,1,500,-1,28
"16488",1.095,1.065,11415,1,500,1,28
"16489",-3.097,0.311,11415,1,500,-1,27
"16490",-0.161,1.172,11415,1,500,1,27
"16491",-2.275,2.003,11415,1,500,-1,26
"16492",3.013,1.704,11415,1,500,1,26
"16493",-1.597,0.965,11415,1,500,-1,25
"16494",2.598,1.627,11415,1,500,1,25
"16495",-1.911,2.863,11415,1,500,-1,24
"16496",5.397,3.788,11415,1,500,1,24
"16497",-2.052,0.558,11415,1,500,-1,23
"16498",-0.844,0.486,11415,1,500,1,23
"16499",-3.13,1.679,11415,1,500,-1,22
"16500",0.535,1.496,11415,1,500,1,22
"16501",-0.522,1.16,11415,1,500,-1,21
"16502",2.167,0.947,11415,1,500,1,21
"16503",-7.608,0.913,11415,1,500,-1,20
"16504",-3.045,1.601,11415,1,500,1,20
"16505",-5.446,1.674,11415,1,500,-1,19
"16506",0.899,2.112,11415,1,500,1,19
"16507",-0.292,0.798,11415,1,500,-1,18
"16508",0.133,2.221,11415,1,500,1,18
"16509",-1.972,1.434,11415,1,500,-1,17
"16510",2.916,1.209,11415,1,500,1,17
"16511",-1.618,2.23,11415,1,500,-1,16
"16512",3.183,1.987,11415,1,500,1,16
"16513",0.404,0.5,11415,1,500,-1,15
"16514",2.594,0.502,11415,1,500,1,15
"16515",-3.694,3.413,11415,1,500,-1,14
"16516",4.276,2.829,11415,1,500,1,14
"16517",0.399,3.711,11415,1,500,-1,13
"16518",0.459,0.671,11415,1,500,1,13
"16519",1.079,1.756,11415,1,500,-1,12
"16520",1.149,6.301,11415,1,500,1,12
"16521",-3.484,0.6,11415,1,500,-1,11
"16522",1.236,1.193,11415,1,500,1,11
"16523",-13.035,2.274,11415,1,500,-1,10
"16524",1.14,5.792,11415,1,500,1,10
"16525",-9.191,2.545,11415,1,500,-1,9
"16526",-1.504,1.976,11415,1,500,1,9
"16527",0.174,1.398,11415,1,500,-1,8
"16528",3.067,4.144,11415,1,500,1,8
"16529",-4.26,3.999,11415,1,500,-1,7
"16530",6.842,3.471,11415,1,500,1,7
"16531",-1.941,2.633,11415,1,500,-1,6
"16532",4.508,2.504,11415,1,500,1,6
"16533",-5.272,2.786,11415,1,500,-1,5
"16534",1.565,2.97,11415,1,500,1,5
"16535",-5.778,1.864,11415,1,500,-1,4
"16536",1.953,3.619,11415,1,500,1,4
"16537",-4.053,1.433,11415,1,500,-1,3
"16538",1.192,1.209,11415,1,500,1,3
"16539",-4.139,4.183,11415,1,500,-1,2
"16540",0.874,1.715,11415,1,500,1,2
"16541",-0.514,1.403,11415,1,500,-1,1
"16542",2.379,1.022,11415,1,500,1,1
"16543",-1.197,5.853,11427,1,500,-1,45
"16544",-1.172,5.863,11427,1,500,1,45
